company,product,category,screen(pixel),ram(GB),gpu,os,os_version,weigth(kg),price,resolution,screentype,touchscreen,cpu_name,cpu_speed(GHz),cpu_brand,storage_1(GB),storage_2(GB),storage_1_type,storage_2_type,gpu_name
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,Intel HD Graphics 405,Windows,Windows 10,2.04,3458988.0,1366x768,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,2000.0,0.0,HDD,,Intel
Dell,Inspiron 5770,Notebook,17.3,8,AMD Radeon 530,Windows,Windows 10,2.8,9647820.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,128.0,1000.0,SSD  ,HDD,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,No OS ,2.4,7193628.0,1920x1080,IPSPanel,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 5567,Notebook,15.6,8,AMD Radeon R7 M445,Windows,Windows 10,2.33,7993908.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,AMD
HP,Elitebook 1040,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.36,15561000.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,Nvidia GeForce GT 940MX,Windows,Windows 10,2.26,9772308.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,2000.0,SSD  ,HDD,Nvidia
Acer,Aspire 3,Notebook,15.6,4,AMD Radeon R5,Windows,Windows 10,2.1,3787992.0,1366x768,,0.0,AMD A9-Series 9420,3.0,AMD,128.0,0.0,SSD,,AMD
Asus,Rog Strix,Gaming,17.3,16,AMD Radeon RX 580,Windows,Windows 10,3.25,19553508.0,1920x1080,IPSPanel,0.0,AMD Ryzen 1700,3.0,AMD,256.0,1000.0,SSD  ,HDD,AMD
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,AMD Radeon R5,Windows,Windows 10,2.6,4348188.0,1600x900,,0.0,AMD A8-Series 7410,2.2,AMD,128.0,0.0,SSD,,AMD
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.62,7727236.92,1920x1080,,1.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,Intel
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,AMD Radeon R5,Windows,Windows 10,1.91,4348099.08,1920x1080,,0.0,AMD A9-Series 9420,3.0,AMD,256.0,0.0,SSD,,AMD
Lenovo,Yoga 11e,Netbook,11.6,4,Intel HD Graphics 500,Windows,Windows 10,1.59,4917276.0,1366x768,IPSPanel,0.0,Intel Celeron Quad Core N3450,1.1,Intel,128.0,0.0,SSD,,Intel
Dell,Inspiron 3552,Notebook,15.6,4,Intel HD Graphics 400,Windows,Windows 10,1.8,2747628.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,500.0,0.0,HDD,,Intel
Asus,VivoBook E403NA,Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.5,2543112.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Acer,Aspire 7,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,Linux ,2.4,7522632.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
HP,Omen 17-w212nv,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,Windows 10,3.35,10590372.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,Intel HD Graphics 520,No OS,No OS ,1.85,3587922.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
Asus,ROG Strix,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows,Windows 10,2.3,14716260.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,Nvidia GeForce 940MX,Windows,Windows 10,1.5,9772308.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Asus,Zenbook Flip,Ultrabook,13.3,16,Intel HD Graphics 620,Windows,Windows 10,1.1,15551218.8,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,Thinkpad X1,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.13,20291544.0,2560x1440,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.5,4881708.0,1920x1080,IPSPanel,0.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Intel
Dell,Precision 3510,Workstation,15.6,8,AMD FirePro W5130M,Windows,Windows 10,2.23,12173148.0,1920x1080,,0.0,Intel Core i5 6440HQ,2.6,Intel,500.0,0.0,HDD,,AMD
Dell,Precision 5520,Workstation,15.6,8,Nvidia Quadro M1200,Windows,Windows 10,2.0,18984420.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HQ,2.7,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.42,22310028.0,2560x1440,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Asus,Rog GL753VD-GC042T,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,Windows 10,3.0,9238788.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Asus,Rog GL753VE-GC070T,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,3.0,14147172.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Acer,Aspire 5,Notebook,15.6,12,Nvidia GeForce MX130,Windows,Windows 10,2.2,6170959.08,1366x768,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,Nvidia
MSI,Leopard GP72M,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.7,11995308.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Dell,Inspiron 5567,Notebook,15.6,8,AMD Radeon R7 M445,Linux,Linux ,2.33,6925712.04,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,AMD
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,AMD Radeon 520,Windows,Windows 10,1.91,4437108.0,1920x1080,,0.0,AMD A9-Series 9420,3.0,AMD,256.0,0.0,SSD,,AMD
Lenovo,ThinkPad E580,Notebook,15.6,8,AMD Radeon RX 550,Windows,Windows 10,2.1,10933247.52,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,AMD
Lenovo,ThinkPad L470,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.9,8340696.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Precision M5520,Workstation,15.6,8,Nvidia Quadro M1200,Windows,Windows 10,1.78,24115104.0,3840x2160,,1.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad X1,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.13,23341500.0,2560x1440,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 500,Windows,Windows 10,2.2,2720952.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,1000.0,0.0,HDD,,Intel
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.9,13595868.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,ThinkPad E580,Notebook,15.6,8,AMD Radeon RX 550,Windows,Windows 10,2.1,10176894.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,256.0,1000.0,SSD  ,HDD,AMD
Acer,Aspire 7,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,Linux ,2.5,7816068.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
MSI,GE73VR 7RF,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,2.8,19998108.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Asus,Zenbook 3,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.1,16654716.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,Intel HD Graphics 520,Windows,Windows 10,1.2,15534324.0,1920x1080,,0.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Intel
Dell,Latitude 7480,Ultrabook,14.0,8,Intel HD Graphics,Windows,Windows 10,1.36,14938560.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,512.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.2,3636828.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Lenovo,Lenovo IdeaPad,Notebook,11.6,2,Intel HD Graphics 500,Windows,Windows 10,1.15,2707169.4,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,ThinkPad P51,Workstation,15.6,8,Nvidia Quadro M1200,Windows,Windows 10,2.67,17117100.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad T470p,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,Windows,Windows 10,1.7,17277156.0,2560x1440,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,AMD Radeon 520,Windows,Windows 10,2.1,4170348.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
Acer,Aspire R7,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows,Windows 10,1.6,7015876.92,1920x1080,IPSPanel,1.0,Intel Core i7 6500U,2.5,Intel,256.0,0.0,SSD,,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.27,8251776.0,1920x1080,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 3567,Notebook,15.6,4,AMD Radeon R5 M430,Linux,Linux ,2.3,5325418.8,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,AMD
Dell,Latitude 3380,Notebook,13.3,4,Intel HD Graphics 520,Windows,Windows 10,1.65,6126588.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
HP,EliteBook 1040,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.43,13338000.0,1920x1080,,0.0,Intel Core i7 6500U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 3567,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.14,4801235.4,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Lenovo,ThinkPad E480,Ultrabook,14.0,8,AMD Radeon RX 550,Windows,Windows 10,1.75,10807158.96,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,AMD
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.0,16885908.0,3840x2160,IPSPanel,1.0,Intel Core i7 7700HQ,2.8,Intel,512.0,0.0,SSD,,Nvidia
Chuwi,LapBook 12.3,Notebook,12.3,6,Intel HD Graphics 500,Windows,Windows 10,1.4,3992508.0,2736x1824,IPSPanelRetinaDisplay,0.0,Intel Celeron Quad Core N3450,1.1,Intel,64.0,0.0,Flash Storage,,Intel
HP,ProBook 650,Notebook,15.6,8,Intel HD Graphics 630,Windows,Windows 10,2.31,12688884.0,1920x1080,,0.0,Intel Core i7 7820HQ,2.9,Intel,256.0,0.0,SSD,,Intel
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,Nvidia GeForce 940MX,Linux,Linux ,2.3,5308524.0,1920x1080,,0.0,Intel Core i3 7100U,2.4,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Alienware 17,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,24888708.0,2560x1440,IPSPanel,0.0,Intel Core i7 7820HK,2.9,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 7577,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.62,10305828.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.02,10158220.8,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,2000.0,SSD  ,HDD,AMD
Dell,Latitude 5480,Ultrabook,14.0,8,Intel HD Graphics 620,Linux,Linux ,1.6,9772308.0,1920x1080,,0.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
HP,Omen 17-w207nv,Gaming,17.3,12,Nvidia GeForce GTX 1070,Windows,Windows 10,3.35,17775108.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows,Windows 10,1.16,2658708.0,1920x1080,IPSPanel,1.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,SSD,,Intel
Samsung,Chromebook 3,Netbook,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.15,2391948.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,16.0,0.0,Flash Storage,,Intel
Lenovo,Thinkpad 13,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.4,8980920.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.7,5326308.0,1920x1080,IPSPanel,0.0,Intel Core i3 7130U,2.7,Intel,128.0,0.0,SSD,,Intel
Lenovo,Thinkpad T570,Workstation,15.6,16,Nvidia GeForce 940MX,Windows,Windows 10,2.3,21740940.0,3840x2160,IPSPanel,0.0,Intel Core i7 7600U,2.8,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad P51,Notebook,15.6,16,Nvidia Quadro M2200M,Windows,Windows 10,2.5,21776508.0,1920x1080,,0.0,Intel Core i7 7820HQ,2.9,Intel,512.0,0.0,SSD,,Nvidia
Asus,Rog Strix,Gaming,17.3,8,AMD Radeon RX 580,Windows,Windows 10,3.2,15071940.0,1920x1080,,0.0,AMD Ryzen 1600,3.2,AMD,256.0,1000.0,SSD  ,HDD,AMD
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,Intel HD Graphics 400,Windows,Windows 10,2.1,3085524.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,500.0,0.0,HDD,,Intel
Google,Pixelbook (Core,Ultrabook,12.3,16,Intel HD Graphics 615,Chrome OS,Chrome OS ,1.1,19553508.0,2400x1600,,1.0,Intel Core i7 7Y75,1.3,Intel,512.0,0.0,SSD,,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,24,Intel HD Graphics 620,Windows,Windows 10,1.32,21180744.0,2560x1440,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Asus,VivoBook Max,Notebook,15.6,4,Intel HD Graphics 620,Linux,Linux ,2.0,4970628.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15AST,Notebook,17.3,8,AMD Radeon R4,Windows,Windows 10,2.8,4614948.0,1600x900,,0.0,AMD A6-Series 9220,2.5,AMD,1000.0,0.0,HDD,,AMD
Dell,Inspiron 5570,Notebook,15.6,4,AMD Radeon 530,Windows,Windows 10,2.2,6660108.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,AMD
Lenovo,ThinkPad X270,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.36,12706668.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 505,Windows,Windows 10,2.2,3103308.0,1920x1080,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,128.0,0.0,SSD,,Intel
HP,Omen 15-AX205na,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,9772308.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude 5480,Notebook,14.0,8,Nvidia GeForce 930MX,Windows,Windows 10,1.64,10483668.0,1920x1080,,0.0,Intel Core i5 7440HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Acer,Aspire ES1-572,Notebook,15.6,4,Intel HD Graphics 620,Linux,Linux ,2.4,3928485.6,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Dell,Precision 3520,Workstation,15.6,8,Nvidia Quadro M620,Windows,Windows 10,2.23,17721756.0,1920x1080,,0.0,Intel Xeon E3-1505M V6,3.0,Intel,64.0,1000.0,Flash Storage  ,HDD,Nvidia
MSI,GV62 7RD-1686NL,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,9138664.08,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
Microsoft,Surface Laptop,Ultrabook,13.5,16,Intel Iris Plus Graphics 640,Windows,Windows 10 S,1.25,23021388.0,2256x1504,,1.0,Intel Core i7 7660U,2.5,Intel,512.0,0.0,SSD,,Intel
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.91,5237388.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Dell,Precision 3520,Workstation,15.6,16,Nvidia Quadro M620,Windows,Windows 10,2.17,17561700.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HQ,2.7,Intel,256.0,0.0,SSD,,Nvidia
HP,ProBook 650,Workstation,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.31,13640328.0,1920x1080,IPSPanel,0.0,Intel Core i7 7820HQ,2.9,Intel,512.0,0.0,SSD,,Intel
Lenovo,ThinkPad T470,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.65,11959740.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.36,8705268.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,128.0,1000.0,SSD  ,HDD,AMD
Dell,Inspiron 3168,2 in 1 Convertible,11.6,4,Intel HD Graphics 405,Windows,Windows 10,1.47,4259268.0,1366x768,,1.0,Intel Pentium Quad Core N3710,1.6,Intel,500.0,0.0,HDD,,Intel
Dell,Alienware 17,Notebook,17.3,8,Nvidia GeForce GTX 1060,Windows,Windows 10,4.42,18193032.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Microsoft,Surface Laptop,Ultrabook,13.5,4,Intel HD Graphics 615,Windows,Windows 10 S,1.252,8794188.0,2256x1504,,1.0,Intel Core M m3-7Y30,2.2,Intel,128.0,0.0,SSD,,Intel
Microsoft,Surface Laptop,Ultrabook,13.5,8,Intel Iris Plus Graphics 640,Windows,Windows 10 S,1.25,15996708.0,2256x1504,,1.0,Intel Core i7 7660U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,Intel HD Graphics 520,Windows,Windows 10,2.5,5689990.8,1600x900,,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,Intel
Acer,Aspire E5-576G,Notebook,15.6,4,Nvidia GeForce 940MX,Windows,Windows 10,2.23,4837248.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Nvidia
Acer,TravelMate B,Netbook,11.6,4,Intel HD Graphics 400,Windows,Windows 10,1.4,3868020.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,128.0,0.0,SSD,,Intel
Asus,Pro P2540UA-AB51,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.37,6660108.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8,AMD Radeon R7 M460,No OS,No OS ,1.5,7104708.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,AMD
Lenovo,Thinkpad P51,Notebook,15.6,8,Nvidia Quadro M2200M,Windows,Windows 10,2.67,18584280.0,1920x1080,,0.0,Intel Core i7 7820HQ,2.9,Intel,256.0,0.0,SSD,,Nvidia
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,Intel HD Graphics 500,Windows,Windows 10,2.0,2703168.0,1366x768,,0.0,Intel Pentium Quad Core N4200,1.1,Intel,500.0,0.0,HDD,,Intel
Acer,Aspire 5,Notebook,15.6,4,Nvidia GeForce GTX 940MX,Windows,Windows 10,2.2,4170348.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Nvidia
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.02,6749028.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,2000.0,0.0,HDD,,AMD
HP,Omen 17-an006nv,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows,Windows 10,3.78,15107508.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,Thinkpad T460s,Ultrabook,14.0,12,Intel HD Graphics 520,Windows,Windows 10,1.4,16521336.0,2560x1440,IPSPanel,0.0,Intel Core i7 6600U,2.6,Intel,256.0,0.0,SSD,,Intel
HP,Spectre x360,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.29,17775108.0,3840x2160,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,512.0,0.0,SSD,,Intel
HP,ZBook 15u,Notebook,15.6,8,AMD FirePro W4190M ,Windows,Windows 10,1.9,10261368.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,AMD
Google,Pixelbook (Core,Ultrabook,12.3,8,Intel HD Graphics 615,Chrome OS,Chrome OS ,1.1,11337300.0,2400x1600,,1.0,Intel Core i5 7Y57,1.2,Intel,128.0,0.0,SSD,,Intel
Dell,Latitude 7390,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.42,16377730.2,1920x1080,,1.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Asus,ZenBook Pro,Notebook,15.6,12,Intel HD Graphics 530,Windows,Windows 10,2.06,11550708.0,3840x2160,IPSPanel,0.0,Intel Core i7 6700HQ,2.6,Intel,128.0,1000.0,SSD  ,HDD,Intel
Dell,Latitude E5470,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.79,6580080.0,1366x768,,0.0,Intel Core i3 6100U,2.3,Intel,128.0,0.0,SSD,,Intel
Dell,Precision M5520,Workstation,15.6,8,Nvidia Quadro M1200,Windows,Windows 10,1.78,21411936.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad T470,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.7,12128688.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1.0,0.0,SSD,,Intel
Dell,Inspiron 3576,Notebook,15.6,8,AMD Radeon 520,Windows,Windows 10,2.2,6002100.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,AMD
Toshiba,Portege X30-D-10J,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.05,14867424.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 7570,Notebook,15.6,8,Nvidia GeForce 940MX,Windows,Windows 10,2.16,11221704.0,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,512.0,0.0,SSD,,Nvidia
Dell,Vostro 3568,Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.18,5216047.2,1366x768,,0.0,Intel Core i3 7100U,2.4,Intel,1000.0,0.0,HDD,,Intel
HP,ProBook 430,Notebook,13.3,4,Intel UHD Graphics 620,Windows,Windows 10,1.49,6455592.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,128.0,0.0,SSD,,Intel
Chuwi,"Lapbook 15,6",Notebook,15.6,4,Intel HD Graphics,Windows,Windows 10,1.89,2213218.8,1920x1080,,0.0,Intel Atom x5-Z8350,1.44,Intel,64.0,0.0,Flash Storage,,Intel
Lenovo,ThinkPad E570,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.3,5023980.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
Lenovo,ThinkPad E480,Notebook,14.0,8,Intel UHD Graphics 620,Windows,Windows 10,1.75,9327708.0,1920x1080,IPSPanel,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Dell,Precision 3520,Workstation,15.6,16,Nvidia Quadro M620,Windows,Windows 10,2.17,20789496.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HQ,2.7,Intel,512.0,0.0,SSD,,Nvidia
